timestamp,dispositivo_id,latitud,longitud,voltaje,corriente,potencia,soc,ttg_min,ah_consumidos,motor_voltaje,motor_corriente,motor_potencia,motor_rpm,motor_temp,tiempo_acumulado,delta_t_s,energia_wh,energia_acumulada_wh
2026-07-07T16:16:33.945720,Raspberry_Relieve1,25.6523901,-100.29212183333334,39.472,0.0,0,100.0,-1,0.0,,,,,,00:00:55,0.48,,0.0
2026-07-07T16:16:34.445884,Raspberry_Relieve1,25.652390333333333,-100.29212171666667,39.472,0.0,0,100.0,-1,0.0,,,,,,00:00:55,0.5,,0.0
2026-07-07T16:16:34.946029,Raspberry_Relieve1,25.652390333333333,-100.29212171666667,39.472,0.0,0,100.0,-1,0.0,,,,,,00:00:56,0.68,,0.0
2026-07-07T16:16:35.446135,Raspberry_Relieve1,25.65239053333333,-100.29212181666666,39.472,0.0,0,100.0,-1,0.0,,,,,,00:00:56,0.32,,0.0
2026-07-07T16:16:35.946268,Raspberry_Relieve1,25.65239053333333,-100.29212181666666,39.472,0.0,0,100.0,-1,0.0,,,,,,00:00:57,0.49,,0.0
2026-07-07T16:16:36.446450,Raspberry_Relieve1,25.652390516666667,-100.29211985,39.473,0.0,0,100.0,-1,0.0,,,,,,00:00:57,0.55,,0.0
2026-07-07T16:16:36.946587,Raspberry_Relieve1,25.652390516666667,-100.29211985,39.473,0.0,0,100.0,-1,0.0,,,,,,00:00:58,0.45,,0.0
2026-07-07T16:16:37.446823,Raspberry_Relieve1,25.6523907,-100.29212,39.472,0.0,0,100.0,-1,0.0,,,,,,00:00:58,0.5,,0.0
2026-07-07T16:16:37.946977,Raspberry_Relieve1,25.6523907,-100.29212,39.472,0.0,0,100.0,-1,0.0,,,,,,00:00:59,0.51,,0.0
2026-07-07T16:16:38.447070,Raspberry_Relieve1,25.652390866666668,-100.29211976666667,39.473,0.0,0,100.0,-1,0.0,,,,,,00:00:59,0.48,,0.0
2026-07-07T16:16:38.947170,Raspberry_Relieve1,25.652390866666668,-100.29211976666667,39.473,0.0,0,100.0,-1,0.0,,,,,,00:01:00,0.49,,0.0
2026-07-07T16:16:39.447290,Raspberry_Relieve1,25.65239105,-100.29211985,39.471,0.0,0,100.0,-1,0.0,,,,,,00:01:00,0.5,,0.0
2026-07-07T16:16:39.947392,Raspberry_Relieve1,25.65239105,-100.29211985,39.471,0.0,0,100.0,-1,0.0,,,,,,00:01:01,0.5,,0.0
2026-07-07T16:16:40.447516,Raspberry_Relieve1,25.652391266666665,-100.29212068333334,39.47,0.0,0,100.0,-1,0.0,,,,,,00:01:01,0.51,,0.0
2026-07-07T16:16:40.947612,Raspberry_Relieve1,25.652391266666665,-100.29212068333334,39.47,0.0,0,100.0,-1,0.0,,,,,,00:01:02,0.49,,0.0
2026-07-07T16:16:41.447693,Raspberry_Relieve1,25.652391316666666,-100.29212006666667,39.471,0.0,0,100.0,-1,0.0,,,,,,00:01:02,0.49,,0.0
2026-07-07T16:16:41.947788,Raspberry_Relieve1,25.652391316666666,-100.29212006666667,39.471,0.0,0,100.0,-1,0.0,,,,,,00:01:03,0.53,,0.0
2026-07-07T16:16:42.447875,Raspberry_Relieve1,25.652391466666668,-100.2921204,39.472,0.0,0,100.0,-1,0.0,,,,,,00:01:03,0.51,,0.0
2026-07-07T16:16:42.947974,Raspberry_Relieve1,25.652391466666668,-100.2921204,39.472,0.0,0,100.0,-1,0.0,,,,,,00:01:04,0.48,,0.0
2026-07-07T16:16:43.448112,Raspberry_Relieve1,25.65239155,-100.29212043333334,39.471,0.0,0,100.0,-1,0.0,,,,,,00:01:04,0.52,,0.0
2026-07-07T16:16:43.948231,Raspberry_Relieve1,25.65239155,-100.29212043333334,39.471,0.0,0,100.0,-1,0.0,,,,,,00:01:05,0.5,,0.0
2026-07-07T16:16:44.448342,Raspberry_Relieve1,25.652391683333335,-100.2921204,39.472,0.0,0,100.0,-1,0.0,,,,,,00:01:05,0.49,,0.0
2026-07-07T16:16:44.948504,Raspberry_Relieve1,25.652391683333335,-100.2921204,39.472,0.0,0,100.0,-1,0.0,,,,,,00:01:06,0.51,,0.0
2026-07-07T16:16:45.448619,Raspberry_Relieve1,25.652392216666666,-100.29212003333333,39.472,0.0,0,100.0,-1,0.0,,,,,,00:01:06,0.5,,0.0
2026-07-07T16:16:45.948808,Raspberry_Relieve1,25.652392216666666,-100.29212003333333,39.472,0.0,0,100.0,-1,0.0,,,,,,00:01:07,0.5,,0.0
2026-07-07T16:16:46.448919,Raspberry_Relieve1,25.6523927,-100.29211976666667,39.473,0.0,0,100.0,-1,0.0,,,,,,00:01:07,0.5,,0.0
2026-07-07T16:16:46.949104,Raspberry_Relieve1,25.6523927,-100.29211976666667,39.473,0.0,0,100.0,-1,0.0,,,,,,00:01:08,0.49,,0.0
2026-07-07T16:16:47.449231,Raspberry_Relieve1,25.652392866666666,-100.29211985,39.473,0.0,0,100.0,-1,0.0,,,,,,00:01:08,0.52,,0.0
2026-07-07T16:16:47.949381,Raspberry_Relieve1,25.652392866666666,-100.29211985,39.473,0.0,0,100.0,-1,0.0,,,,,,00:01:09,0.47,,0.0
2026-07-07T16:16:48.449487,Raspberry_Relieve1,25.65239305,-100.29211995,39.474,0.0,0,100.0,-1,0.0,,,,,,00:01:09,0.51,,0.0
2026-07-07T16:16:48.949628,Raspberry_Relieve1,25.65239305,-100.29211995,39.474,0.0,0,100.0,-1,0.0,,,,,,00:01:10,0.5,,0.0
2026-07-07T16:16:49.449735,Raspberry_Relieve1,25.65239325,-100.29212016666666,39.472,0.0,0,100.0,-1,0.0,,,,,,00:01:10,0.49,,0.0
2026-07-07T16:16:49.949847,Raspberry_Relieve1,25.65239325,-100.29212016666666,39.472,0.0,0,100.0,-1,0.0,,,,,,00:01:11,0.5,,0.0
2026-07-07T16:16:50.449970,Raspberry_Relieve1,25.6523934,-100.29212036666667,39.474,0.0,0,100.0,-1,0.0,,,,,,00:01:11,0.49,,0.0
2026-07-07T16:16:50.950065,Raspberry_Relieve1,25.6523934,-100.29212036666667,39.474,0.0,0,100.0,-1,0.0,,,,,,00:01:12,0.53,,0.0
2026-07-07T16:16:51.450154,Raspberry_Relieve1,25.652393466666666,-100.29212021666666,39.473,0.0,0,100.0,-1,0.0,,,,,,00:01:12,0.47,,0.0
2026-07-07T16:16:51.950258,Raspberry_Relieve1,25.652393466666666,-100.29212021666666,39.473,0.0,0,100.0,-1,0.0,,,,,,00:01:13,0.51,,0.0
2026-07-07T16:16:52.450380,Raspberry_Relieve1,25.652393566666667,-100.29212023333334,39.472,0.0,0,100.0,-1,0.0,,,,,,00:01:13,0.5,,0.0
2026-07-07T16:16:52.950467,Raspberry_Relieve1,25.652393566666667,-100.29212023333334,39.472,0.0,0,100.0,-1,0.0,,,,,,00:01:14,0.49,,0.0
2026-07-07T16:16:53.450585,Raspberry_Relieve1,25.652393666666665,-100.29212026666667,39.473,0.0,0,100.0,-1,0.0,,,,,,00:01:14,0.51,,0.0
2026-07-07T16:16:53.950759,Raspberry_Relieve1,25.652393666666665,-100.29212026666667,39.473,0.0,0,100.0,-1,0.0,,,,,,00:01:15,0.5,,0.0
2026-07-07T16:16:54.450821,Raspberry_Relieve1,25.65239375,-100.29212023333334,39.472,0.0,0,100.0,-1,0.0,,,,,,00:01:15,0.51,,0.0
2026-07-07T16:16:54.950923,Raspberry_Relieve1,25.65239375,-100.29212023333334,39.472,0.0,0,100.0,-1,0.0,,,,,,00:01:16,0.49,,0.0
2026-07-07T16:16:55.451027,Raspberry_Relieve1,25.652393866666667,-100.29212016666666,39.472,0.0,0,100.0,-1,0.0,,,,,,00:01:16,0.49,,0.0
2026-07-07T16:16:55.951139,Raspberry_Relieve1,25.652393866666667,-100.29212016666666,39.472,0.0,0,100.0,-1,0.0,,,,,,00:01:17,0.5,,0.0
2026-07-07T16:16:56.451247,Raspberry_Relieve1,25.6523939,-100.2921204,39.471,0.0,0,100.0,-1,0.0,,,,,,00:01:17,0.5,,0.0
2026-07-07T16:16:56.951410,Raspberry_Relieve1,25.6523939,-100.2921204,39.471,0.0,0,100.0,-1,0.0,,,,,,00:01:18,0.52,,0.0
2026-07-07T16:16:57.451622,Raspberry_Relieve1,25.652394016666666,-100.2921205,39.472,0.0,0,100.0,-1,0.0,,,,,,00:01:18,0.49,,0.0
2026-07-07T16:16:57.951734,Raspberry_Relieve1,25.652394016666666,-100.2921205,39.472,0.0,0,100.0,-1,0.0,,,,,,00:01:19,0.51,,0.0
2026-07-07T16:16:58.451800,Raspberry_Relieve1,25.652394066666666,-100.29212066666666,39.471,0.0,0,100.0,-1,0.0,,,,,,00:01:19,0.49,,0.0
2026-07-07T16:16:58.951892,Raspberry_Relieve1,25.652394066666666,-100.29212066666666,39.471,0.0,0,100.0,-1,0.0,,,,,,00:01:20,0.49,,0.0
2026-07-07T16:16:59.451979,Raspberry_Relieve1,25.652394033333334,-100.29212068333334,39.473,0.0,0,100.0,-1,0.0,,,,,,00:01:20,0.49,,0.0
2026-07-07T16:16:59.952070,Raspberry_Relieve1,25.652394033333334,-100.29212068333334,39.473,0.0,0,100.0,-1,0.0,,,,,,00:01:21,0.56,,0.0
2026-07-07T16:17:00.452162,Raspberry_Relieve1,25.652393766666666,-100.29212025,39.472,0.0,0,100.0,-1,0.0,,,,,,00:01:21,0.45,,0.0
2026-07-07T16:17:00.952255,Raspberry_Relieve1,25.652393766666666,-100.29212025,39.472,0.0,0,100.0,-1,0.0,,,,,,00:01:22,0.5,,0.0
2026-07-07T16:17:01.452352,Raspberry_Relieve1,25.652393833333335,-100.2921204,39.472,0.0,0,100.0,-1,0.0,,,,,,00:01:22,0.52,,0.0
